"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"Step"
"HK";13156,0115580269;1411,49322013282;662,483502570513;212,198215215847;647,231349535834;660,332972534413;0;64,4852048201131;3059,70567180734;2677,58897017263;100;1038,77446987089;925,05329198596;61,4822621760279;870,159364273809;0;344,010917800555;357,585945639755;1065,07004090732;84,860642420598;243,012972208087;0;587,949377558616;96,6768305844522;930,395960619055;254,940719433895;937,697382620757;588,424262650048;2448,67736775098;1377,62511786705;1599,99584875184;915,237560127361;11504,3776804982;1603,5624575464;2699,05104874525;"NoStep"
"HN";0;0;0;0;0;0;0;0;0;0;0;0;51,859418166226;0;0;0;0;12,2964524352056;0;0;0;0;0;0;0;0;0;0;0;0;0;58,8424262650048;72,0199225809111;0;0;"NoStep"
"HR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;91,9238445229194;0;0;181,531455604924;0;0;35,5789727686908;0;0;0;0;25,5418532599825;0;0;0;0;0;0;0;0;0;"NoStep"
"HT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196,577667314603;0;0;0;364,51945831213;16,0332183726269;0;"NoStep"
"HU";118012,866726245;38153,0366366696;11960,7809059797;18814,3800818757;32821,7839834215;100615,677455518;188,434444798966;34382,2373627611;54311,5594425994;453005,313033931;33482,2800385949;176559,541909766;61357,5260309383;986468,070435075;36831,2977091183;657265,465732377;190859,379499454;141855,068623348;444029,567597886;297855,561424644;107028,529527789;0;548325,732579214;37745,3398880395;137790,474067663;100477,660677326;162200;25731,9275822303;244712,174703055;38069,8167393965;280674,737165207;0;63887,7418772459;22834,4168144244;737028,468307866;"NoStep"
"ID";0;49,1444168286507;51,083706519965;0;0;0;0;0;0;310,131986873018;22,1687582116431;0;0;72,0199225809111;0;79,9997924375922;73,2190048101889;64,6313352836975;67,5184192651114;279,212177456405;64,8079387094921;0;55,2069585475427;70,7327384052825;0;34,7543669754954;183,847689045839;21,495068273371;311,156508997356;45,382863901231;100;59,3585411354792;0;49,1858097408223;966,84373808201;"NoStep"
"IE";1840,11477519986;1280,84301967287;245,929048704112;676,790616657407;0;933,743919744363;0;1775,11673484553;282,86880806866;1275,81810409246;56,1162643041941;1763,84813267585;1184,29117465954;2791,18788185717;210,603203010609;3985,21387613822;4472,02439614037;1728,47814194187;5031,3265174275;879,997716813514;951,847062532456;0;523,267749304613;1023,77798400682;2527,50960967019;1871,762748437;772,897419665598;2051,24941375319;3236,15674767917;1042,63100926486;2573,86764664174;343,921092373937;1555,78254498678;1406,86878093816;7300;"NoStep"
"IL";1794,83820082648;4511,76938046167;5400,56080424649;6000;2671,13435109657;5692,63564299052;61,4822621760279;6477,85304514947;0;19117,1781463451;4342,11505419702;13579,6430215683;11625,9080116219;18833,5053461267;3567,39108790948;44390,1780056755;5510,57934331378;5936,81232014064;2615,91346897388;13205,9048052423;7237,61843059559;144,039845161822;30307,7525930752;12399,9678278268;4576,18780063681;10793,4329923775;2700,73677060446;6608,02153313492;32339,1614160366;7302,94318242631;7176,90461118056;6861,0756253124;7707,93698083584;2815,10372501513;15351,2820353275;"NoStep"
"IN";92589,1545725147;15298,1955344833;6047,25985373621;2941,56302473342;1450,91710845254;13016,7139597227;0;4300;7182,38347739299;30206,5478806185;811,565860723569;32776,0027209801;0;126890,884251576;9808,07165183328;61774,0623726246;15190,054993287;11451,9863153061;17347,9422791823;207619,623950386;12664,6648065632;0;17735,0065693145;25005,2635365535;41778,1226481534;60640,7748131271;39951,1284181445;91199,7633788551;29177,7734168603;64437,4412778464;13250,4897807781;55656,2940396434;19507,1895515571;12335,223358552;49962,2974855262;"NoStep"
"IQ";0;0;0;0;0;0;0;0;0;0;0;0;59,3585411354792;71,1579455373816;0;0;0;49,1444168286507;0;266,26751022683;28,286880806866;0;0;146,987344389654;24,1692076461131;0;11,0843791058215;0;0;0;0;0;0;0;33,7592096325557;"NoStep"
"IR";159,999584875184;36,6095024050945;193,894005851093;0;279,212177456405;0;0;0;70,7327384052825;411,874495159167;34,7543669754954;0;0;259,29709083113;181,531455604924;200;29,6792705677396;35,5789727686908;12,2964524352056;483,421869041005;0;0;0;0;113,147523227464;30,3766215260108;48,0996551178807;0;48,3384152922261;132,913708659865;33,2531373174646;156,28289710346;0;72,0199225809111;299,483721275446;"NoStep"
"IS";234,424345655189;117,68485253001;0;59,8967442550893;0;36,6095024050945;0;0;279,212177456405;583,271448385429;61,3692704405572;0;282,93095362113;529,5529223475;278,034935803963;1195,00997879795;21,495068273371;363,015927163582;136,148591703693;200;771,66103476123;0;159,853881657673;0;0;98,2888336573014;0;177,511673484553;1188,04899388837;0;32,0664367452538;881,924066337924;145,015245876678;310,131986873018;166,265686587323;"NoStep"
"IT";259285,67550335;26706,9744489549;62070,701944157;3114,71052873585;65482,5338863496;48368,474389834;1296,3586064564;44982,454935572;111039,711903378;100785,960121225;25723,2714429116;22787,4665019751;231280,753659722;701869,9762238;53851,534811589;268029,78374832;276918,670856681;84198,9146532525;129911,823754402;269153,016763108;17625,9559841642;51,859418166226;192831,788716331;121200;167213,010378645;169142,436542356;38057,5202869613;440880,744565397;0;117406,011803647;101018,029643231;488334,613756006;81353,0692005466;118316,940843812;39000,8036914149;"NoStep"
"JA";0;0;0;0;0;0;0;0;0;117,68485253001;144,039845161822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NoStep"
